Flight Number,Departure Date,Departure Time,Arrival Date,Arrival Time,Origin Airport,Destination Airport,Airline,Status,Passenger Name,Passenger Email,Baggage Tag Number,Baggage Status
FL4949,2023-07-28,12:35,2023-11-09,21:12,DGD,QXA,Scott Inc,Cancelled,Larry Oconnor,melissataylor@example.org,BG4567,Unloaded
FL7926,2023-04-20,16:11,2023-11-10,23:27,GJA,DYO,Ayers LLC,On Time,Maria Jones,jimenezkarla@example.org,BG1605,Delivered
FL2620,2023-06-20,23:10,2023-08-08,12:23,QZY,BCS,Hamilton PLC,Delayed,Tyler Bond,zcameron@example.com,BG0137,Unloaded
FL5879,2023-09-29,14:11,2023-11-12,01:24,RTS,TNF,Levy Ltd,On Time,Tammy Mcintyre,teresa74@example.net,BG0002,Loaded
FL0762,2023-03-02,16:13,2023-06-24,13:13,BES,NYQ,Davis Ltd,Cancelled,Heather Murphy,rodriguezpatrick@example.org,BG1205,Delivered
FL2309,2023-08-24,21:57,2023-09-19,22:24,CAO,IKB,"Baker, Everett and Mclaughlin",Delayed,Shane Craig,bautistastephen@example.net,BG2979,Unloaded
FL2435,2023-06-05,09:13,2023-07-23,09:53,IEO,IHJ,Underwood Inc,On Time,Richard Griffin,jdixon@example.org,BG3357,Loaded
FL4946,2023-08-30,19:14,2023-09-22,15:36,KTC,ZVW,"Watson, Sanders and Martinez",Cancelled,Monica Fields,briana19@example.net,BG7863,Checked-in
FL9836,2023-11-30,06:25,2023-12-03,05:04,VKY,PDT,"Sosa, Buck and Martinez",On Time,Julie Benson,samanthaperry@example.org,BG8583,Checked-in
FL3795,2023-04-02,03:49,2023-09-13,12:20,FNW,REG,Bryan and Sons,On Time,Michael Garcia,fallen@example.net,BG6658,Delivered
FL5702,2023-03-21,13:42,2023-10-05,05:06,ITU,FVE,"Fox, Thompson and Baker",On Time,Christine Brown,elizabeth43@example.net,BG4274,Checked-in
FL8735,2023-07-07,15:08,2023-07-28,03:30,RQB,AWL,Phillips-Bailey,Cancelled,Miranda Anderson,karen82@example.org,BG3003,Checked-in
FL8398,2023-06-20,00:41,2023-07-21,14:50,BPK,XHN,Williams-White,Cancelled,Sarah Johnson,gambleandrew@example.net,BG0810,Loaded
FL4839,2023-12-08,03:03,2023-12-21,20:29,EOG,CAS,Foster LLC,On Time,Dr. Austin Garcia,joyce96@example.org,BG1267,Loaded
FL1249,2023-06-28,13:00,2023-10-03,13:42,RXI,BXB,"Hall, Patterson and Guerra",On Time,Eric Sims,burnsjoseph@example.org,BG5044,Checked-in
FL7545,2023-11-30,11:01,2023-12-23,17:38,TDQ,VAK,Shelton-Simmons,Delayed,Heidi Nunez,nfrederick@example.net,BG9888,Loaded
FL6470,2023-10-01,21:46,2023-11-25,00:12,WDE,IXQ,"Cook, Nguyen and Walsh",Delayed,Rebecca Dennis,hgomez@example.org,BG4753,Unloaded
FL5242,2023-03-13,06:48,2023-12-09,22:24,TPG,YRM,Jackson Inc,On Time,Michele Kelly,misty35@example.net,BG3279,Loaded
FL4686,2023-04-23,00:55,2023-10-31,18:53,DMP,HYZ,Stevenson-Brewer,Cancelled,Matthew Garza,smithethan@example.org,BG2022,Checked-in
FL8027,2023-08-18,07:45,2023-09-02,05:56,EHB,KOJ,Wilson PLC,On Time,Andre Horton,anthonybryant@example.net,BG4941,Checked-in
FL8039,2023-03-09,06:21,2023-09-04,08:31,OQK,NWF,"Wiley, Miller and Walters",Delayed,Matthew Bowman,angelacrawford@example.net,BG8532,Checked-in
FL8316,2023-08-25,13:06,2023-10-24,01:50,HSQ,LXH,Scott-Villarreal,Cancelled,Alexander Sullivan,martinezjohn@example.org,BG2779,Unloaded
FL3988,2023-09-29,18:57,2023-11-01,11:01,ROG,DDO,Hall-Brown,On Time,Jacqueline Price,twalters@example.org,BG2304,Delivered
FL9790,2023-04-10,11:45,2023-07-16,07:42,XLC,VAF,"Martin, Reyes and Carroll",On Time,Dr. David Rodriguez,aliciahouston@example.net,BG1349,Checked-in
FL4825,2023-11-11,00:37,2023-12-29,23:29,JOI,HQG,Ferguson Ltd,On Time,Amanda Rodriguez,thomas76@example.org,BG6859,Unloaded
FL3490,2023-08-30,12:44,2023-12-28,10:49,YLK,HAX,"Young, Jennings and Guerrero",Delayed,Jonathan Watkins,eric45@example.org,BG9994,Checked-in
FL6038,2023-04-17,19:17,2023-11-16,05:56,WUT,MDD,Brown Inc,On Time,Christopher White,eallen@example.net,BG0830,Delivered
FL3075,2023-04-01,17:09,2023-08-06,16:43,NVM,JKK,Hurley PLC,On Time,Anthony Watts,haleymartin@example.org,BG3495,Checked-in
FL8986,2023-08-07,18:04,2023-12-26,01:46,UTU,EVH,Smith and Sons,On Time,Kelly Brown,jeanette42@example.org,BG5651,Delivered
FL2317,2023-01-07,14:19,2023-06-12,09:54,ADC,ZTL,Morales-Estrada,On Time,Wendy Henderson,tracy32@example.net,BG2787,Unloaded
FL7365,2023-08-12,01:55,2023-08-22,18:28,TUZ,YRG,Blackburn LLC,On Time,Omar Howard,williamfox@example.net,BG2566,Unloaded
FL1538,2023-07-29,09:54,2023-09-18,01:40,IDS,PGC,Roberson-Arroyo,On Time,Mr. Kyle Jones,ablair@example.net,BG4508,Unloaded
FL0661,2023-05-15,21:22,2023-05-22,03:28,FDB,YTA,Meyers LLC,On Time,Mason Miller,joseph88@example.com,BG5999,Loaded
FL9677,2023-01-18,13:48,2023-10-12,23:25,JKU,TLB,Schneider-Rogers,Cancelled,Katherine Nguyen,chenderrick@example.net,BG7002,Loaded
FL6133,2023-11-18,02:06,2023-12-26,23:20,IGV,WRC,"Young, Moore and Flores",On Time,Regina Brown,stephendavies@example.com,BG1987,Loaded
FL6630,2023-05-21,08:11,2023-06-09,18:58,TSL,FSZ,Skinner LLC,On Time,Jason Kaufman,hubbardzachary@example.net,BG7958,Checked-in
FL6667,2023-01-19,12:22,2023-05-21,05:31,CDD,GMD,Cabrera Group,On Time,Mark Sanchez,phillipscraig@example.net,BG4539,Delivered
FL4929,2023-08-04,04:10,2023-12-25,20:43,EAS,RHA,"Williams, Clark and Harvey",Delayed,Jamie Hull,kelli98@example.org,BG9868,Loaded
FL0945,2023-04-11,21:08,2023-09-16,21:30,OYO,CKF,Burton Inc,Cancelled,Laura Santos,erica61@example.com,BG8308,Loaded
FL4773,2023-07-28,10:23,2023-11-20,02:04,QYX,QDJ,"Rasmussen, Wright and Mccarty",On Time,James Duncan,schneiderkatherine@example.net,BG1168,Unloaded
FL9669,2023-07-08,18:10,2023-11-05,20:16,HUD,HOF,Murphy Ltd,On Time,Kathryn Davis,barry39@example.net,BG6248,Checked-in
FL6380,2023-10-10,12:08,2023-12-25,09:14,LYK,KUO,Gallegos and Sons,On Time,Michael Lester,elizabethcox@example.org,BG5995,Delivered
FL4925,2023-11-08,21:30,2023-12-18,14:14,WPO,QWX,Jackson-Torres,Cancelled,Curtis Phillips,tarathompson@example.com,BG1896,Checked-in
FL8226,2023-09-02,00:16,2023-11-18,03:58,MDR,QEB,"Jones, Green and Adkins",On Time,Robin Moore,rcordova@example.net,BG5954,Loaded
FL6754,2023-06-29,13:56,2023-12-05,13:59,VAJ,QPD,Gomez PLC,Cancelled,Craig Meadows,adamsmichael@example.net,BG2840,Unloaded
FL0567,2023-07-04,18:14,2023-09-19,20:10,SQY,YVZ,Barnett-Bryant,On Time,Kenneth Bird,stephen97@example.net,BG3155,Loaded
FL8694,2023-03-05,02:01,2023-12-08,02:39,SUT,JGN,"Carrillo, Ali and Lloyd",On Time,Sandra Rodriguez,jamie18@example.com,BG2080,Loaded
FL3892,2023-10-14,13:05,2023-10-27,20:37,AQA,KGR,Murray PLC,Cancelled,Spencer Mcpherson,wdickson@example.org,BG0494,Checked-in
FL5412,2023-12-07,08:58,2023-12-23,02:08,ZUD,SPZ,Haney PLC,On Time,Robin Kline,bianca06@example.com,BG9596,Delivered
FL8571,2023-08-26,19:16,2023-12-22,15:29,DRP,HSL,Hicks-Carter,On Time,Erin Scott,oliviajohnson@example.org,BG8981,Checked-in
FL4267,2023-06-06,11:02,2023-07-04,01:22,XWJ,KJO,Miller-Patel,On Time,David Lee,lopezgregory@example.net,BG3860,Unloaded
FL0471,2023-07-20,01:58,2023-12-03,05:31,MYE,XSN,Santana Group,Delayed,David Miller,victoriagarcia@example.net,BG3936,Loaded
FL1137,2023-10-25,18:59,2023-12-16,08:29,EQB,SPK,Valdez-Cohen,On Time,Richard Smith,smithkaren@example.com,BG7893,Unloaded
FL4933,2023-09-22,17:42,2023-12-30,06:07,KJR,NFC,Zuniga-Martinez,On Time,Marissa Clark,uschultz@example.net,BG3779,Delivered
FL9506,2023-01-03,12:59,2023-07-19,19:47,HDC,GII,Carney Group,On Time,Dr. Dean Monroe PhD,valexander@example.org,BG6215,Loaded
FL9310,2023-01-06,21:50,2023-07-14,13:48,MNC,MDS,Nelson LLC,On Time,Jason Hale,robertsandrew@example.net,BG7973,Loaded
FL6108,2023-08-02,03:55,2023-09-06,00:57,KGV,DEL,Jordan-White,On Time,David Woodard,nataliebest@example.org,BG7838,Loaded
FL5589,2023-06-21,05:53,2023-09-17,15:08,DKU,GFE,"Benitez, Cabrera and Lam",On Time,Bailey Griffin,webbmichael@example.org,BG0096,Loaded
FL3123,2023-04-01,11:21,2023-05-29,22:43,YYF,QYF,Fernandez Ltd,On Time,Audrey Carr,pramirez@example.net,BG3551,Unloaded
FL7316,2023-03-09,05:38,2023-09-05,21:48,GJA,WPM,Romero-Murphy,Delayed,Dorothy Hall,michael98@example.com,BG0851,Loaded
FL8490,2023-12-18,11:29,2023-12-23,18:25,WPL,TXW,Martin Ltd,Delayed,Caleb Jackson,saundersdeborah@example.org,BG9920,Checked-in
FL7338,2023-11-11,15:39,2023-12-24,21:12,VKX,LRC,"Hull, Payne and Smith",Delayed,Angela Bowman,alan11@example.com,BG7628,Delivered
FL0238,2023-01-26,01:40,2023-03-27,14:29,SEF,MWD,Harrison-Warner,On Time,Ryan Mcintosh,scott08@example.net,BG5234,Loaded
FL5541,2023-01-26,10:44,2023-02-06,08:01,MEJ,GRH,Barnes Ltd,Cancelled,Jonathan Barker,ricardojohnson@example.org,BG8715,Unloaded
FL8539,2023-11-17,03:35,2023-12-20,09:21,KSR,RHX,Brooks Ltd,Cancelled,Stephanie Lee,ghudson@example.net,BG9208,Unloaded
FL9419,2023-09-29,09:11,2023-11-02,17:19,GEC,VME,Lopez and Sons,Cancelled,Todd Gomez,lbrown@example.net,BG6217,Delivered
FL1593,2023-08-10,08:39,2023-10-11,20:47,MKG,GCL,Pena-Moody,On Time,Diana Campbell,justin53@example.com,BG9318,Checked-in
FL0805,2023-12-23,10:08,2023-12-24,14:31,ZVF,QGV,Waller Group,Delayed,Charles Mcguire,archerthomas@example.com,BG0930,Delivered
FL8370,2023-08-30,01:43,2023-09-20,20:50,QOR,GCW,"Miller, King and Williams",On Time,James Cruz,kellyross@example.com,BG0166,Unloaded
FL7147,2023-09-04,02:52,2023-11-23,22:20,KNP,RPS,Fitzgerald Ltd,On Time,Morgan Cruz,aaronramirez@example.org,BG2318,Unloaded
FL5141,2023-01-26,03:25,2023-08-07,03:00,AIX,KUQ,Johnson PLC,On Time,Laura Newton,rpeterson@example.org,BG3114,Delivered
FL7161,2023-03-14,07:46,2023-04-27,19:20,SKD,IZA,"Lucas, Schwartz and Mcgrath",Cancelled,Monique Hays,garciajoseph@example.net,BG0140,Unloaded
FL6123,2023-05-17,03:18,2023-07-27,12:59,KEG,RKN,Russell-Hendrix,Cancelled,Sarah Rios,smithjason@example.net,BG6555,Loaded
FL4061,2023-10-01,05:44,2023-12-01,07:17,QEE,QIH,Douglas-Stephens,On Time,Spencer Jones,ashleydecker@example.com,BG0620,Checked-in
FL5602,2023-02-12,06:02,2023-09-19,16:33,VCV,MGB,"Martinez, Nelson and Glass",On Time,Barbara Bender,cody39@example.net,BG4836,Loaded
FL6244,2023-11-03,17:06,2023-12-09,00:24,OSC,LTD,Huffman-Sellers,On Time,Betty Kim,qross@example.com,BG4684,Unloaded
FL2804,2023-08-23,02:19,2023-11-12,20:09,PXL,FTY,Pace Group,On Time,Christopher Floyd,kimberlymeyer@example.net,BG0201,Unloaded
FL9775,2023-11-09,08:41,2023-12-26,19:12,NXT,UHO,Turner Ltd,On Time,Paul Rodriguez,reidrichard@example.com,BG5421,Checked-in
FL0640,2023-09-21,01:32,2023-11-09,21:44,OIM,QVW,"Alexander, Mcdonald and Burns",Cancelled,Keith Johnson,martintrevor@example.org,BG4726,Unloaded
FL0536,2023-08-07,15:48,2023-09-20,11:44,BFX,MDV,Carroll Inc,On Time,Charles Jordan,debbiemora@example.com,BG4683,Unloaded
FL4494,2023-09-12,20:48,2023-12-06,09:42,KQZ,MIW,Smith Inc,On Time,Patrick Mendez,clarence31@example.net,BG7980,Loaded
FL5458,2023-08-14,16:20,2023-12-13,00:34,CWG,JDA,Kim PLC,Delayed,Steven Sanders,treid@example.org,BG8146,Checked-in
FL2998,2023-11-06,06:19,2023-11-24,20:06,VKU,GNI,"Martin, Hall and Rodriguez",On Time,John Fleming,ahernandez@example.org,BG4123,Loaded
FL1584,2023-10-10,21:24,2023-12-21,15:40,BWZ,XZM,"Sutton, Mcdonald and Bates",On Time,Charles Williams,matthew88@example.org,BG9876,Delivered
FL2374,2023-08-19,23:17,2023-09-04,15:04,YEC,GRS,King and Sons,On Time,Elizabeth Campbell,ryanhoffman@example.com,BG2112,Unloaded
FL2911,2023-02-11,23:41,2023-10-14,15:37,LPL,ZNX,"Howard, Moore and Bowman",On Time,Ashley Hansen,gomezpatrick@example.net,BG5428,Checked-in
FL3381,2023-01-28,13:30,2023-12-24,12:27,JPY,KZH,"Lopez, Hart and Miller",On Time,Linda Garcia,whitakerduane@example.net,BG4587,Checked-in
FL3345,2023-02-10,07:07,2023-08-14,15:15,KWV,GEW,Taylor and Sons,Cancelled,Jason Blackburn,jperez@example.com,BG8432,Unloaded
FL2312,2023-05-04,08:58,2023-08-27,17:45,LDE,MZB,Miller-Miller,On Time,Victoria Curtis,sandovalalicia@example.com,BG4648,Delivered
FL2426,2023-03-05,05:31,2023-11-04,04:50,WMF,IXL,Swanson-Foster,On Time,Ryan Mcdowell,rhondasilva@example.com,BG1293,Delivered
FL0718,2023-12-30,20:05,2023-12-30,16:10,NGO,JPE,"Sharp, Henderson and Perkins",Delayed,Emily Horn,pdavis@example.org,BG4619,Delivered
FL7942,2023-11-06,16:42,2023-12-14,02:13,SSB,VWU,"Tran, Johnson and Nolan",On Time,Mark Whitehead,michaelcooke@example.org,BG9414,Loaded
FL7014,2023-02-08,03:25,2023-11-22,21:51,MUN,BWB,Daniels PLC,On Time,Rachel Moss,mariomcneil@example.com,BG8953,Checked-in
FL4452,2023-08-25,10:32,2023-12-24,21:15,XFV,NQY,Yates-Miles,On Time,Becky Gutierrez,chelsea67@example.org,BG0211,Loaded
FL8136,2023-03-26,21:44,2023-04-19,01:37,FHD,PPQ,"Evans, Rodriguez and Johnston",Delayed,Rose Roberts,awalker@example.com,BG8040,Unloaded
FL2736,2023-02-20,08:18,2023-04-25,15:56,OQE,END,Johnson-Harris,On Time,Calvin Wilson DDS,jessica57@example.org,BG5833,Checked-in
FL4352,2023-05-25,13:02,2023-11-26,00:52,YVC,ZMD,Roy-Zamora,Cancelled,Jose Decker,scottchristine@example.com,BG0317,Delivered
FL1145,2023-11-16,12:16,2023-11-19,21:13,QSU,GII,Hall Inc,Cancelled,Zachary Vasquez,chelsea27@example.org,BG5231,Unloaded
FL3409,2023-10-02,02:00,2023-10-10,02:46,QCG,BKX,"Obrien, Kane and Hawkins",On Time,Mr. Kenneth Holmes,mitchellrobert@example.net,BG6889,Delivered
FL8739,2023-01-11,14:02,2023-08-15,06:24,FYD,IPS,"Roberts, Jacobs and Martinez",Delayed,Katelyn Ryan,myerstravis@example.net,BG9319,Delivered
FL0621,2023-07-07,20:01,2023-10-25,19:33,DYL,VIE,King-Munoz,Cancelled,Joseph Carrillo,qfrench@example.org,BG4170,Unloaded
FL6340,2023-02-19,23:12,2023-08-06,12:45,RKT,HBW,"Barton, Morgan and Mullen",On Time,Martin Chavez DDS,jessicafrank@example.com,BG0563,Unloaded
FL2189,2023-06-20,08:37,2023-12-10,17:34,YSR,IYZ,Gonzalez-Johnson,On Time,Anthony Colon,james37@example.net,BG6280,Checked-in
FL7321,2023-04-29,15:21,2023-07-23,18:50,IJS,DAS,Long PLC,On Time,Garrett Cordova,graymichelle@example.org,BG4502,Checked-in
FL2037,2023-05-18,03:44,2023-12-17,21:03,WDY,SCF,Davis-Richardson,Delayed,Dominic Warren,ortizamanda@example.org,BG1650,Unloaded
FL7230,2023-04-23,15:16,2023-11-25,08:52,RFN,LQT,"Glass, Jones and Hubbard",On Time,Karen Jimenez,laurenjohnson@example.net,BG8281,Delivered
FL5021,2023-03-16,19:07,2023-08-12,23:08,PSM,ZGJ,Weber PLC,On Time,Pamela Morales,dixoncody@example.org,BG1598,Checked-in
FL8181,2023-04-28,18:53,2023-09-22,20:33,RQY,QOM,"Jacobs, Taylor and Caldwell",On Time,Deborah Jordan,melissa16@example.net,BG8672,Unloaded
FL8923,2023-05-03,16:44,2023-06-24,11:07,RIM,XGN,"Joyce, Lewis and Navarro",On Time,Keith Taylor,samantha76@example.org,BG8567,Loaded
FL6850,2023-05-10,13:16,2023-08-20,19:59,HMP,OGN,Mejia Inc,Cancelled,Kyle Wilkerson,christopherandrade@example.net,BG9185,Unloaded
FL6521,2023-01-02,11:28,2023-09-29,01:08,SFX,QCA,"Lopez, Pearson and Perez",On Time,Joseph Sandoval,crystal50@example.org,BG0891,Loaded
FL6023,2023-04-25,17:32,2023-11-17,03:14,LOJ,NON,"Underwood, Hudson and Sanchez",On Time,Erik West,ydavis@example.com,BG1609,Loaded
FL5836,2023-02-20,02:42,2023-06-11,01:34,NTA,RJO,Buck LLC,On Time,Natalie Beck,kristineperkins@example.org,BG2020,Loaded
FL3487,2023-08-30,16:50,2023-12-11,00:57,CKB,RFJ,Werner PLC,On Time,Stephanie Roberts,rosalesjennifer@example.com,BG9603,Unloaded
FL7594,2023-10-08,02:43,2023-11-09,11:18,BBA,XSG,Hernandez PLC,Delayed,Rachel Vargas,daviskelly@example.org,BG1605,Delivered
FL7650,2023-05-05,21:51,2023-06-17,22:12,LZR,RWD,York-Barnes,On Time,Jacob Fuentes,esimmons@example.net,BG7792,Loaded
FL5237,2023-12-18,14:53,2023-12-18,21:35,CNZ,LTV,Reynolds LLC,Delayed,Patricia Hoffman,walter19@example.net,BG4136,Checked-in
FL2941,2023-04-07,00:45,2023-08-27,04:07,PHU,EUI,Reid-Brown,On Time,Anthony Nguyen,prichards@example.net,BG7917,Loaded
FL6051,2023-02-11,23:38,2023-12-25,06:06,XTK,QVW,"Mcdonald, Willis and Washington",On Time,Eric Schultz,blynn@example.com,BG4660,Delivered
FL6715,2023-02-10,02:41,2023-02-27,17:01,TXI,LWF,"Skinner, Deleon and Neal",Delayed,Holly Hill,maryriley@example.org,BG4028,Checked-in
FL9033,2023-02-26,06:31,2023-12-19,03:29,KGK,RAJ,Medina PLC,On Time,Rachael Massey,toddgonzalez@example.net,BG6953,Checked-in
FL7263,2023-05-27,03:39,2023-09-15,07:05,QGH,WAB,"Jones, Stewart and Williamson",On Time,Scott Dyer,chris25@example.net,BG0156,Loaded
FL9416,2023-09-15,13:13,2023-10-10,07:34,YCF,YAZ,Ward LLC,Cancelled,Eric Hanna,harveysarah@example.org,BG6537,Loaded
FL0212,2023-10-16,00:58,2023-12-16,16:38,GKC,VTF,Banks Inc,On Time,William Mills,robinsonsusan@example.net,BG6680,Unloaded
FL8007,2023-03-16,17:35,2023-11-25,15:10,NEE,KYL,Ortiz-Leonard,Delayed,Alicia James,margaret59@example.net,BG7211,Checked-in
FL3258,2023-06-20,18:11,2023-07-07,08:58,PAC,EMZ,"Patterson, Thornton and Hunter",On Time,Kimberly Johnson,qguerrero@example.net,BG8191,Loaded
FL9581,2023-09-23,17:53,2023-10-02,16:53,NKD,GPT,"Alvarado, Lee and Bauer",On Time,Lori Drake,benjamingrant@example.com,BG4818,Loaded
FL4063,2023-03-21,23:24,2023-12-20,10:53,UVV,KWP,"Elliott, Tran and Patterson",On Time,Brett Peters,lisachen@example.net,BG5440,Loaded
FL1400,2023-09-04,01:41,2023-12-28,21:25,YFN,ECI,"Barnes, Wright and Brown",Cancelled,Nicole Raymond,hbrown@example.org,BG8784,Delivered
FL7400,2023-04-02,17:50,2023-07-02,14:24,FZB,JRY,"Shaw, Goodwin and Sanders",On Time,William Williams Jr.,pamelafrost@example.org,BG3796,Delivered
FL5306,2023-03-04,00:39,2023-07-29,21:52,DMF,JHD,Hall Ltd,Cancelled,Dylan Johnson,evanswilliam@example.net,BG2483,Checked-in
FL0289,2023-09-07,06:11,2023-11-15,11:53,JZJ,QRV,"Turner, Rocha and Carr",On Time,Sarah Shaw,mosborn@example.net,BG6697,Loaded
FL9152,2023-05-15,05:22,2023-09-23,16:38,QIL,LEN,"Johnson, Matthews and Kelley",On Time,Daniel Anderson,doyleerin@example.net,BG9213,Checked-in
FL3101,2023-02-02,15:22,2023-04-18,08:55,YCY,FJH,Rodriguez-Nichols,On Time,Nicole Anderson,obrown@example.com,BG0507,Checked-in
FL2604,2023-01-30,22:54,2023-02-24,21:02,GVT,FKS,Smith Ltd,Cancelled,Dr. Courtney Richard,christopherward@example.com,BG5429,Checked-in
FL7721,2023-03-01,07:59,2023-09-16,10:25,CWK,TVC,"Smith, Bell and Taylor",On Time,Wesley Warner,vtrevino@example.org,BG7149,Unloaded
FL7336,2023-11-08,23:40,2023-11-14,14:55,YZU,PPX,"Phillips, Cain and Mueller",On Time,Ronald Barry,gtaylor@example.com,BG7812,Delivered
FL3863,2023-04-03,00:35,2023-04-22,01:26,AAS,FHH,Herrera Group,On Time,Kimberly Owen,dustindavis@example.org,BG3671,Unloaded
FL6548,2023-04-12,19:58,2023-12-04,17:19,RTI,UPV,Miller Group,Delayed,Lucas Perez,chenry@example.com,BG9722,Delivered
FL3110,2023-09-18,22:23,2023-10-15,17:05,DIO,EMX,Larson-Dodson,On Time,Shelby Simmons,mcfarlandbelinda@example.org,BG5069,Checked-in
FL9332,2023-12-08,05:17,2023-12-20,11:26,ZVD,TWR,Greene-Dickerson,On Time,Sandra Taylor,fmorgan@example.net,BG8855,Loaded
FL4531,2023-10-22,13:45,2023-12-20,14:31,ZNR,ZLZ,Moreno and Sons,On Time,Tamara Bond,elizabeth67@example.org,BG7277,Loaded
FL8090,2023-05-27,08:14,2023-06-27,22:31,BYM,REI,"Cruz, Smith and Jones",On Time,Brian Callahan,vclark@example.net,BG8816,Delivered
FL6975,2023-05-10,15:09,2023-11-16,15:36,FSV,EJA,Graham-Collins,Delayed,Angel Medina,gbutler@example.net,BG6305,Checked-in
FL5248,2023-11-21,04:13,2023-12-15,02:37,XYK,QZF,Aguilar Ltd,Cancelled,Timothy Weiss,jonathan32@example.net,BG0848,Checked-in
FL3361,2023-08-20,03:29,2023-11-17,03:43,UZH,WKB,"Quinn, Stephens and Brown",Delayed,Tammy Wood,millerraymond@example.net,BG5686,Checked-in
FL5455,2023-03-29,16:11,2023-08-27,03:17,FJH,ROR,Anderson PLC,On Time,Megan Waters,pateldavid@example.net,BG2117,Unloaded
FL7060,2023-08-09,16:32,2023-12-06,03:01,XMW,UND,Shea-Elliott,On Time,Michael Williams,xschultz@example.net,BG0661,Unloaded
FL8790,2023-12-20,12:13,2023-12-29,08:22,MTN,WAY,Price-Benton,On Time,Wesley Lopez,yhurley@example.com,BG3628,Checked-in
FL3674,2023-11-09,13:59,2023-12-11,06:22,WKO,ZCG,Silva-Li,On Time,Lisa Payne,luceroholly@example.net,BG6041,Unloaded
FL4472,2023-10-06,23:51,2023-12-01,00:15,OTK,AIR,Parks-Smith,On Time,Scott Ruiz,larrygarcia@example.com,BG7092,Checked-in
FL4224,2023-03-15,13:18,2023-07-22,18:13,WSS,YYV,Thomas Inc,Delayed,Veronica Joyce,rogersjeremy@example.org,BG8061,Loaded
FL5903,2023-04-24,03:09,2023-04-26,18:40,RJJ,UXN,Mendez-Livingston,Delayed,Francis Johnson,melissa65@example.org,BG8356,Unloaded
FL7721,2023-07-28,11:57,2023-09-15,17:19,EHT,JFI,Walters-Bates,Cancelled,Holly James,mary70@example.com,BG2297,Unloaded
FL7093,2023-06-22,19:06,2023-11-15,20:43,XGH,WEP,Adams LLC,Cancelled,John Mendoza,gaytony@example.net,BG6402,Checked-in
FL9362,2023-04-11,13:51,2023-08-07,03:21,GKD,SNX,Miller and Sons,On Time,Holly Evans,angelalivingston@example.net,BG8744,Delivered
FL2814,2023-11-21,17:08,2023-12-19,04:16,GVX,WSN,"Matthews, Juarez and Rich",Cancelled,Brian King,ksteele@example.org,BG5552,Loaded
FL2444,2023-11-08,20:40,2023-12-30,19:44,ZWB,TZM,"Fischer, Mcdowell and Gill",On Time,Kevin Wright,xmathis@example.com,BG2637,Checked-in
FL5594,2023-03-19,23:13,2023-10-23,00:37,BEV,KXK,"Hoffman, Garcia and Wallace",On Time,Kimberly Davidson,jamesthornton@example.net,BG0871,Checked-in
FL1895,2023-05-22,21:13,2023-09-20,03:53,YZG,HYB,"Hughes, Adams and Aguilar",On Time,Tyler Coleman,smithjulian@example.com,BG5966,Checked-in
FL3490,2023-05-06,08:44,2023-12-23,20:22,BBG,QUV,"Alvarez, Smith and Hester",Delayed,Austin Young,hayesscott@example.org,BG0764,Delivered
FL7537,2023-06-02,23:34,2023-08-01,16:12,ITS,BVX,May PLC,Cancelled,Amanda Roach,kochjoshua@example.net,BG3130,Checked-in
FL9736,2023-12-14,17:40,2023-12-28,12:43,QWF,CJF,Gregory Inc,On Time,Darlene Campbell,robertsonmark@example.com,BG8310,Checked-in
FL4202,2023-11-04,11:26,2023-12-15,18:55,TOP,PLH,"Smith, Alexander and May",Delayed,Elizabeth Payne,mendezcheryl@example.org,BG8337,Checked-in
FL9296,2023-07-01,12:58,2023-12-24,03:57,KUP,EAC,Smith Inc,Delayed,Joshua Garcia,tracigarcia@example.com,BG9865,Delivered
FL8229,2023-10-01,02:54,2023-12-17,02:54,RBY,GZM,"Lang, Lawrence and Nguyen",On Time,Jason Smith,tracey64@example.com,BG5223,Delivered
FL8791,2023-04-28,23:13,2023-09-23,06:43,DRF,IDA,Mckenzie-Jones,Delayed,Katherine Smith,thomascole@example.net,BG5495,Checked-in
FL5060,2023-11-18,14:41,2023-11-28,18:03,STZ,STK,Watts Ltd,Delayed,Roy Massey,thorntonalice@example.org,BG5591,Checked-in
FL2687,2023-04-22,15:06,2023-08-04,19:55,WEW,QUK,Wallace-Smith,Cancelled,Dana Gallagher,zphillips@example.com,BG8735,Loaded
FL3756,2023-04-23,13:31,2023-11-12,07:40,TGU,FWI,Kennedy-Sanchez,Delayed,Jessica Herrera,xpayne@example.net,BG1459,Delivered
FL8314,2023-04-02,04:24,2023-07-02,18:20,DGP,CSX,Camacho Inc,Cancelled,Micheal Torres,karendunn@example.com,BG4524,Checked-in
FL4769,2023-05-08,19:02,2023-08-15,14:33,MGI,FVP,Morrison Inc,Cancelled,Aaron Perry,adam55@example.com,BG7295,Loaded
FL1741,2023-10-05,02:27,2023-12-25,17:36,WAE,NTG,Garcia LLC,On Time,Randall Miller,washingtonallison@example.net,BG1050,Unloaded
FL3439,2023-04-08,23:29,2023-08-30,12:20,UHT,MFO,"Moreno, Walters and Lawson",On Time,Crystal Medina,denniswood@example.net,BG9539,Loaded
FL3520,2023-12-08,08:28,2023-12-23,04:37,BPW,DEZ,"Harris, Leon and Nichols",Delayed,James King,nbrown@example.com,BG8329,Loaded
